rank,task_id,onet_code,occupation,task,passes_filters,dropped_by,opportunity,fit,money,scale,scale_source,labor_value,reads_text,closed_outcome,writes_content,physical,live_human,same_rules,errors_lose_money,loss_recoverable,recoverable_loss,outcome_visible,speed_value,digital_input,licensed_signoff,time_per_item,volume,money_link,buyer,buyer_conf,sell_model,sell_model_conf,min_score_conf,uncertain,model_reported,request_id
,9898,47-5011.00,"Derrick Operators, Oil and Gas",Guide lengths of pipe into and out of elevators.,0,physical+reads_text,0.1576,0.3755,0.3750,0.1795,labor_value_percentile,38121592,0.0300,0.0400,0.0200,1,0.0400,0.2500,0.6300,0.1800,0.1134,0.3900,0.3500,0,0.0700,1.0500,1.9700,1.6800,manufacturing_quality,0.8700,not_outsourced,0.5200,0.2400,1,jev-1.13.0,req_01a0d5e1601473d08dd8bd2cd47556a6
,22176,19-3033.00,Clinical and Counseling Psychologists,"Develop and implement individual treatment plans, specifying type, frequency, intensity, and duration of therapy.",0,reads_text,0.1576,0.2615,0.4162,0.6380,labor_value_percentile,285772359,0.1700,0.0400,0.8100,0.1367,0.2600,0.0900,0.5800,0.3400,0.1972,0.5100,0.3900,0.5400,0.3400,2.3100,0.9900,1.5300,healthcare_admin,0.9900,not_outsourced,0.4400,0.4300,0,jev-1.13.0,req_01a0d5eb27ad7a6686b65367b282e26f
,12945,19-1021.00,Biochemists and Biophysicists,"Produce pharmaceutically or industrially useful proteins, using recombinant DNA technology.",0,physical+reads_text,0.1576,0.2930,0.4899,0.3802,labor_value_percentile,97250897,0.0500,0.0300,0.0500,0.7833,0.0300,0.1500,0.5700,0.2100,0.1197,0.5800,0.4600,0.0300,0.0700,2.5500,0.3800,2.1000,other,0.6800,other,0.5900,0.1000,1,jev-1.13.0,req_01a0d5e3d786734898a7164366dffd2c
,4000,27-4011.00,Audio and Video Technicians,Produce rough and finished graphics and graphic designs.,0,reads_text,0.1576,0.3585,0.2181,0.3654,labor_value_percentile,90919520,0.0400,0.0300,0.2800,0.1333,0.0400,0.1000,0.3900,0.2000,0.0780,0.4400,0.5700,0.5100,0.0400,1.6500,0.1200,0.4700,media_publishing,0.8500,other,0.6900,0.5300,0,jev-1.13.0,req_01a0d5dcd0bd75548e4291feb5c3f2ba
,6283,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Display students' work in schools, galleries, and exhibitions.",0,physical+reads_text,0.1575,0.3400,0.1706,0.5523,labor_value_percentile,204345644,0.0500,0.0400,0.0500,0.8267,0.1000,0.1100,0.1900,0.1800,0.0342,0.3300,0.2000,0,0.0700,1.4400,0.0200,0.4600,education,1,not_outsourced,0.5100,0.4800,0,jev-1.13.0,req_01a0d5de9bf37031823bb4efd10caa15
,9917,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Light fuses, drop detonating devices into wells or boreholes, or activate firing devices with plungers, dials, or buttons, in order to set off single or multiple blasts.",0,physical+reads_text,0.1575,0.4035,0.4328,0.0440,labor_value_percentile,11376769,0.0200,0.0400,0.0200,0.9967,0.0200,0.3400,0.5700,0.1000,0.0570,0.5500,0.4400,0,0.2000,0.3900,0.7500,1.8800,other,0.3300,other,0.8200,0,1,jev-1.13.0,req_01a0d5e164f8747a88d8a48f56197643
,10484,51-8021.00,Stationary Engineers and Boiler Operators,"Install burners and auxiliary equipment, using hand tools.",0,physical+reads_text,0.1575,0.3155,0.4055,0.3650,labor_value_percentile,90830303,0.0300,0.0300,0.0300,0.9967,0.0300,0.2800,0.5800,0.2000,0.1160,0.4800,0.4100,0,0.1200,2.1600,0.1300,1.7000,manufacturing_quality,0.9800,other,0.9100,0.2400,1,jev-1.13.0,req_01a0d5e1d0887a83bcd2b8640e912367
,16901,19-3011.01,Environmental Economists,Demonstrate or promote the economic benefits of sound environmental regulations.,0,reads_text,0.1575,0.3630,0.3263,0.2631,labor_value_percentile,58002047,0.1700,0.0400,0.5200,0.0067,0.3200,0.1000,0.5100,0.2500,0.1275,0.4000,0.3600,0.8300,0.0500,1.9800,0.0900,1.2600,government,0.9900,other,0.8300,0.3100,1,jev-1.13.0,req_01a0d5e6c47f78f0bf86ba427ae0988c
,6780,25-2057.00,"Special Education Teachers, Middle School","Provide assistive devices, supportive technology, and assistance accessing facilities, such as restrooms.",0,physical+reads_text,0.1575,0.3735,0.1831,0.3881,labor_value_percentile,100609057,0.0600,0.0300,0.0400,0.8133,0.1700,0.1700,0.3200,0.2300,0.0736,0.2700,0.2700,0,0.1000,0.7800,0.9500,0.6000,education,1,not_outsourced,0.7000,0.4900,0,jev-1.13.0,req_01a0d5df0edc7dc9bac8d0231cb8e5d1
,12181,51-6052.00,"Tailors, Dressmakers, and Custom Sewers","Remove stitches from garments to be altered, using rippers or razor blades.",0,physical+reads_text,0.1574,0.3780,0.3572,0.1462,labor_value_percentile,31393248,0.0200,0.0300,0.0200,1,0.0300,0.0900,0.4900,0.1400,0.0686,0.6200,0.7100,0,0.0300,0.6900,1.1800,1.1300,other,0.6500,per_item,0.9500,0.6200,0,jev-1.13.0,req_01a0d5e34574770abfdf75b4e6435195
,14263,51-7021.00,Furniture Finishers,"Remove accessories prior to finishing, and mask areas that should not be exposed to finishing processes or substances.",0,physical+reads_text,0.1574,0.3715,0.3677,0.1769,labor_value_percentile,37818267,0.0300,0.0400,0.0200,1,0.0200,0.2500,0.5400,0.1300,0.0702,0.6800,0.5300,0,0.0300,1.2300,1.0800,1.0700,manufacturing_quality,0.9700,per_item,0.8300,0.4600,0,jev-1.13.0,req_01a0d5e4db697628855d156280605062
,9285,27-1027.00,Set and Exhibit Designers,"Acquire, or arrange for acquisition of, specimens or graphics required to complete exhibits.",0,reads_text,0.1574,0.3695,0.4446,0.1235,labor_value_percentile,26205338,0.1100,0.0600,0.0700,0.3633,0.2200,0.1300,0.7500,0.2900,0.2175,0.6600,0.5000,0.1800,0.0400,1.4700,0.2700,1.3600,media_publishing,0.9900,per_item,0.5100,0.5600,0,jev-1.13.0,req_01a0d5e0d99d79adb7e6f7e69a695bc2
,4611,41-9021.00,Real Estate Brokers,Supervise agents who handle real estate transactions.,0,reads_text,0.1574,0.2955,0.4889,0.3602,labor_value_percentile,88667424,0.1300,0.0500,0.0600,0.0833,0.6300,0.1700,0.7900,0.3500,0.2765,0.5400,0.5200,0.1300,0.2200,2.2200,0.9600,1.8300,real_estate,1,not_outsourced,0.8700,0.0400,1,jev-1.13.0,req_01a0d5dd4a777a0dabd0dc43ebc51def
,5719,25-1022.00,"Mathematical Science Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,0,reads_text,0.1574,0.3485,0.1585,0.5095,labor_value_percentile,171526147,0.1700,0.0500,0.0800,0.0067,0.8700,0.1100,0.1700,0.2000,0.0340,0.2100,0.3300,0.0200,0.0600,1.0200,0.4800,0.6400,education,1,not_outsourced,0.7600,0.5200,0,jev-1.13.0,req_01a0d5de0c397e5ab3d646f98ec525b5
,4863,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Excavate and grade ditches, and lay and join pipe for water and sewer service.",0,physical+reads_text,0.1574,0.3065,0.3746,0.4083,labor_value_percentile,108858898,0.0300,0.0400,0.0300,1,0.0300,0.2000,0.6600,0.2100,0.1386,0.4300,0.6100,0,0.1500,2.1600,1.2600,1.5300,real_estate,0.6800,other,0.9300,0.3500,1,jev-1.13.0,req_01a0d5dd6c0778e78efe05370efb4c96
,8546,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,"Correct machinery malfunctions by performing actions such as removing jams, and inform supervisors of malfunctions as necessary.",0,physical+reads_text,0.1574,0.3935,0.3529,0.1041,labor_value_percentile,22304096,0.0500,0.0800,0.0400,0.8633,0.0900,0.1700,0.5600,0.2000,0.1120,0.5800,0.7100,0,0.0500,0.7200,0.1800,1.0900,manufacturing_quality,0.9800,other,0.4000,0.5900,0,jev-1.13.0,req_01a0d5e05b99714e9c19d0f881fc8d25
,19805,19-4099.03,Remote Sensing Technicians,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.,0,physical+reads_text,0.1574,0.3245,0.3089,0.4101,labor_value_percentile,109597971,0.0700,0.0500,0.1200,0.6200,0.0400,0.2000,0.4900,0.2100,0.1029,0.4200,0.5100,0.0200,0.0700,2.0100,0.4200,1.1400,government,0.8500,other,0.8800,0.4600,0,jev-1.13.0,req_01a0d5e91a2377b28fcbb6294152f306
,10096,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Start operation of rolling and milling machines to flatten, temper, form, and reduce sheet metal sections and to produce steel strips.",0,physical+reads_text,0.1574,0.3495,0.3213,0.2895,labor_value_percentile,65635428,0.0300,0.0400,0.0200,0.9933,0.0300,0.2000,0.5800,0.1800,0.1044,0.4200,0.5700,0,0.0300,1.5600,1.7900,1.2300,manufacturing_quality,1,per_item,0.6700,0.6200,0,jev-1.13.0,req_01a0d5e1913f753da1b760fa58e0fb25
,14928,47-3016.00,Helpers--Roofers,Locate worn or torn areas in roofs.,0,physical+reads_text,0.1574,0.3875,0.4243,0.0779,labor_value_percentile,17092919,0.0500,0.1400,0.0600,0.9833,0.0400,0.2400,0.6100,0.2000,0.1220,0.7500,0.5800,0,0.1100,1.1100,0.5600,1.2200,real_estate,0.9200,other,0.6300,0.4400,0,jev-1.13.0,req_01a0d5e558ae7c6cb9589df1771c1360
,14901,47-2072.00,Pile Driver Operators,"Move hand and foot levers of hoisting equipment to position piling leads, hoist piling into leads, and position hammers over pilings.",0,physical+reads_text,0.1574,0.3715,0.4078,0.1561,labor_value_percentile,33618198,0.0200,0.0300,0.0200,1,0.0300,0.1000,0.5300,0.1600,0.0848,0.4700,0.4100,0,0.0600,0.7800,1.6900,1.8100,real_estate,0.9300,other,0.6500,0.1300,1,jev-1.13.0,req_01a0d5e551f477b7a33ce74d0aafe3bf
,7646,27-2011.00,Actors,Collaborate with other actors as part of an ensemble.,0,physical+reads_text,0.1574,0.3060,0.2247,0.6481,labor_value_percentile,297916667,0.0400,0.0500,0.0400,0.7033,0.3100,0.0600,0.2300,0.1700,0.0391,0.2700,0.1900,0,0.0400,1.8900,0.4100,0.9900,media_publishing,1,not_outsourced,0.4200,0.1100,1,jev-1.13.0,req_01a0d5dfb6d07a908e5ad84383f0ce99
,1552,19-4042.00,"Environmental Science and Protection Technicians, Including Health","Provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety.",0,reads_text,0.1573,0.3490,0.2405,0.3676,labor_value_percentile,92301827,0.1300,0.0400,0.1200,0.0533,0.7200,0.1700,0.5100,0.2800,0.1428,0.2900,0.6300,0.1000,0.0700,1.1400,0.1600,0.8300,government,0.9800,other,0.8700,0.6900,0,jev-1.13.0,req_01a0d5db14d87019a7c22af01b3f26f3
,20457,53-2022.00,Airfield Operations Specialists,Manage wildlife on and around airport grounds.,0,physical+reads_text,0.1573,0.3545,0.4005,0.2320,labor_value_percentile,50209397,0.0900,0.0500,0.0900,0.7567,0.1300,0.3900,0.6000,0.2100,0.1260,0.4800,0.2900,0.0200,0.0900,1.8000,0.4300,1.6400,government,0.5300,other,0.8000,0.1000,1,jev-1.13.0,req_01a0d5e99a0e743fa3684d9dea485774
,12788,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Drive machines to work sites.,0,physical+reads_text,0.1573,0.3565,0.2532,0.3703,labor_value_percentile,93518731,0.0200,0.0600,0.0200,0.9967,0.0200,0.1100,0.4300,0.1800,0.0774,0.3000,0.2800,0,0.0600,1.2300,0.7000,1.0500,other,0.6100,not_outsourced,0.4500,0.3000,1,jev-1.13.0,req_01a0d5e3c23075de915d81de17f3f73b
,20919,49-3091.00,Bicycle Repairers,Clean and lubricate bicycle parts.,0,physical+reads_text,0.1573,0.3840,0.3077,0.1669,labor_value_percentile,35981003,0.0300,0.0300,0.0300,1,0.0300,0.2500,0.3800,0.1900,0.0722,0.4600,0.7400,0,0.0500,0.8700,1.2100,1.1100,other,0.6600,per_item,0.7000,0.6300,0,jev-1.13.0,req_01a0d5e9f3167425a759eb32d17bd4d2
,4460,39-3011.00,Gambling Dealers,Participate in games for gambling establishments to provide the minimum complement of players at a table.,0,physical+reads_text,0.1573,0.3605,0.3519,0.2284,labor_value_percentile,49102267,0.0400,0.0800,0.0300,0.8833,0.2000,0.1800,0.5800,0.2200,0.1276,0.3700,0.5100,0,0.0700,1.2300,1.0100,1.5200,other,0.9700,not_outsourced,0.7100,0,1,jev-1.13.0,req_01a0d5dd257e70e3b374888f88c9d073
,18759,39-9011.00,Childcare Workers,Create developmentally appropriate lesson plans.,0,reads_text,0.1573,0.2860,0.2571,0.7124,labor_value_percentile,387062251,0.1200,0.0200,0.9600,0.0933,0.0900,0.1300,0.3300,0.1900,0.0627,0.3900,0.2200,0.7400,0.1000,2.3700,0.2100,0.9100,education,0.9700,other,0.6600,0.7200,0,jev-1.13.0,req_01a0d5e842c77c75a8b81fcf09c3b517
,14472,53-5011.00,Sailors and Marine Oilers,"Sweep, mop, and wash down decks to remove oil, dirt, and debris, using brooms, mops, brushes, and hoses.",0,physical+reads_text,0.1573,0.3630,0.2399,0.3665,labor_value_percentile,91458664,0.0200,0.0300,0.0200,1,0.0200,0.2000,0.4300,0.1800,0.0774,0.3400,0.2300,0,0.0400,1.2000,0.8700,0.8600,logistics_supply_chain,0.9600,not_outsourced,0.6800,0.5800,0,jev-1.13.0,req_01a0d5e5077c75b2bfefc2097694a91a
,16515,17-2199.08,Robotics Engineers,Write algorithms or programming code for ad hoc robotic applications.,0,reads_text,0.1573,0.3270,0.3491,0.3442,labor_value_percentile,82871029,0.1000,0.0300,0.9600,0.0733,0.0300,0.0900,0.5100,0.2400,0.1224,0.5300,0.6100,0.8300,0.0500,1.7700,0.0900,1.1500,manufacturing_quality,0.8200,other,0.9700,0.6800,0,jev-1.13.0,req_01a0d5e683f27804aed91d9d4402caa5
,12195,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Sew buttonholes and attach buttons to finish garments.,0,physical+reads_text,0.1573,0.3925,0.3509,0.1025,labor_value_percentile,21923071,0.0200,0.0300,0.0200,1,0.0300,0.1600,0.5100,0.1500,0.0765,0.6000,0.7600,0,0.0300,0.5400,1.2700,1.1100,other,0.4900,per_item,0.9700,0.5600,0,jev-1.13.0,req_01a0d5e34917743992aa0cb3e22a4f08
,18262,19-2099.01,Remote Sensing Scientists and Technologists,"Design or implement strategies for collection, analysis, or display of geographic data.",0,reads_text,0.1572,0.3090,0.3501,0.4291,labor_value_percentile,119656787,0.1400,0.0400,0.7100,0.1033,0.0500,0.1100,0.6100,0.2300,0.1403,0.5200,0.5500,0.5000,0.0500,2.1900,0.1700,1.1400,government,0.9500,other,0.9500,0.6900,0,jev-1.13.0,req_01a0d5e7d3a4737191798f79a04353a2
,22328,19-4051.00,Nuclear Technicians,Set up equipment that automatically detects area radiation deviations and test detection equipment to ensure its accuracy.,0,physical+reads_text,0.1572,0.3895,0.4250,0.0916,labor_value_percentile,19812578,0.0600,0.0800,0.0600,0.9633,0.0300,0.5900,0.5400,0.2100,0.1134,0.6900,0.3800,0,0.1500,1.5000,0.2000,1.3800,manufacturing_quality,0.8900,other,0.8100,0.4300,0,jev-1.13.0,req_01a0d5eb4e3374a38a724f0a9e20dfaa
,7508,19-1031.02,Range Managers,Study forage plants and their growth requirements to determine varieties best suited to particular range.,0,reads_text,0.1572,0.3875,0.3714,0.1567,labor_value_percentile,33761092,0.2000,0.4600,0.2500,0.4367,0.0600,0.1200,0.5300,0.1700,0.0901,0.6500,0.2300,0.0500,0.0600,2.5500,0.1100,1.1200,government,0.5000,other,0.8200,0.4700,0,jev-1.13.0,req_01a0d5df97cf7639961c416135221f03
,13634,47-4031.00,Fence Erectors,"Assemble gates, and fasten gates into position, using hand tools.",0,physical+reads_text,0.1572,0.3395,0.3517,0.2841,labor_value_percentile,63802736,0.0200,0.0300,0.0200,1,0.0300,0.1900,0.5700,0.1700,0.0969,0.5200,0.6700,0,0.0500,1.6200,0.8100,1.2500,real_estate,0.9000,other,0.7300,0.6400,0,jev-1.13.0,req_01a0d5e44b2a7f0fb00beeced2f2fe36
,20235,21-1091.00,Health Education Specialists,"Develop educational materials and programs for community agencies, local government, and state government.",0,reads_text,0.1572,0.3025,0.2698,0.5710,labor_value_percentile,222169598,0.1100,0.0300,0.8800,0.1000,0.1500,0.1000,0.3400,0.2400,0.0816,0.4000,0.4200,0.9300,0.0700,2.5200,0.1700,0.9400,government,0.5800,other,0.9300,0.7000,0,jev-1.13.0,req_01a0d5e9688878fa88916ad257510c97
,8308,47-5012.00,"Rotary Drill Operators, Oil and Gas","Repair or replace defective parts of machinery, such as rotary drill rigs, water trucks, air compressors, and pumps, using hand tools.",0,physical+reads_text,0.1572,0.3475,0.4176,0.2110,labor_value_percentile,44942909,0.0300,0.0400,0.0300,1,0.0300,0.2600,0.6300,0.1900,0.1197,0.5700,0.5400,0,0.0700,1.6200,0.2100,1.5800,manufacturing_quality,0.9300,other,0.7200,0.3900,1,jev-1.13.0,req_01a0d5e02c587087b6c42e1af2c30378
,23825,53-5021.00,"Captains, Mates, and Pilots of Water Vessels","Supervise crews in cleaning or maintaining decks, superstructures, or bridges.",0,reads_text,0.1572,0.3325,0.3184,0.3819,labor_value_percentile,97799392,0.0500,0.0500,0.0400,0.5967,0.3600,0.3600,0.5900,0.2300,0.1357,0.4500,0.3800,0,0.1600,1.7100,0.2200,1.0700,logistics_supply_chain,0.9600,not_outsourced,0.6700,0,1,jev-1.13.0,req_01a0d5ecc7837158bc612c6116678f26
,14245,51-6093.00,Upholsterers,"Adjust or replace webbing, padding, or springs, and secure them in place.",0,physical+reads_text,0.1572,0.3405,0.3889,0.2377,labor_value_percentile,51856145,0.0200,0.0400,0.0200,1,0.0400,0.1300,0.5800,0.1700,0.0986,0.6200,0.7400,0,0.0400,1.5300,1.2000,1.3000,manufacturing_quality,0.6900,per_item,0.7800,0.5700,0,jev-1.13.0,req_01a0d5e4d6c3708f8e505c1aa557ea6f
,5772,25-1032.00,"Engineering Teachers, Postsecondary",Provide professional consulting services to government or industry.,0,reads_text,0.1572,0.3035,0.3756,0.4367,labor_value_percentile,123606211,0.1600,0.0600,0.3600,0.0200,0.6900,0.1100,0.6000,0.3200,0.1920,0.4600,0.4800,0.4700,0.1100,2.3400,0.0100,1.3500,education,0.9100,other,0.9500,0.1200,1,jev-1.13.0,req_01a0d5de1a15719bbd10ffc6245e2799
,9797,43-9111.00,Statistical Assistants,"Organize paperwork, such as survey forms or reports, for distribution or analysis.",0,reads_text,0.1571,0.4415,0.2729,0.0511,labor_value_percentile,12340477,0.2000,0.0600,0.0900,0.2333,0.0300,0.4200,0.4700,0.3800,0.1786,0.3000,0.6400,0.0500,0.0500,0.8400,1.3800,0.9700,insurance,0.7900,per_item,0.7300,0.4400,0,jev-1.13.0,req_01a0d5e1474a77d4877565dfea940682
,7604,19-4051.02,Nuclear Monitoring Technicians,Set up equipment that automatically detects area radiation deviations and test detection equipment to ensure its accuracy.,0,physical+reads_text,0.1571,0.3885,0.4235,0.0950,labor_value_percentile,20429373,0.0600,0.0600,0.0600,0.9733,0.0300,0.5700,0.5800,0.2000,0.1160,0.7000,0.3800,0,0.1300,1.4400,0.2400,1.3400,government,0.5700,other,0.6900,0.4000,0,jev-1.13.0,req_01a0d5dfada17a3e8f30f46be411c089
,8544,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,"Record temperatures, amounts of materials processed, or test results on report forms.",0,reads_text,0.1571,0.4055,0.3250,0.1142,labor_value_percentile,24373510,0.1000,0.0400,0.2100,0.1800,0.0200,0.2700,0.7900,0.2600,0.2054,0.3800,0.5000,0.0400,0.0600,0.5100,1.3000,1.1200,manufacturing_quality,0.9900,not_outsourced,0.8800,0.4600,0,jev-1.13.0,req_01a0d5e05b2d7ef0b22251429e1be217
,1593,21-1014.00,Mental Health Counselors,Guide clients in the development of skills or strategies for dealing with their problems.,0,reads_text,0.1571,0.2780,0.2161,0.8048,labor_value_percentile,624979713,0.0500,0.0300,0.0700,0.0633,0.9100,0.0800,0.2700,0.1900,0.0513,0.2600,0.3000,0,0.1100,1.6500,1.2300,0.9200,healthcare_admin,0.9600,other,0.5000,0.6300,0,jev-1.13.0,req_01a0d5db1ce87927a4d5aa58c31620d3
,9364,27-4021.00,Photographers,Set up photographic exhibitions for the purpose of displaying and selling work.,0,physical+reads_text,0.1571,0.3135,0.4707,0.2798,labor_value_percentile,62629600,0.0500,0.0400,0.0600,0.8333,0.1200,0.1000,0.5700,0.1700,0.0969,0.6500,0.6500,0,0.0500,1.9500,0.0700,1.8500,media_publishing,0.9700,other,0.8000,0.5000,0,jev-1.13.0,req_01a0d5e0e9d776a2ac96b82b06587f89
,12434,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Start pumps to circulate water and abrasives onto blades or cables during cutting.,0,physical+reads_text,0.1571,0.3840,0.2794,0.2170,labor_value_percentile,46636009,0.0200,0.0400,0.0200,1,0.0200,0.1200,0.4600,0.1600,0.0736,0.4000,0.5100,0,0.0400,0.6600,1.4200,1.0300,manufacturing_quality,1,not_outsourced,0.5600,0.2500,1,jev-1.13.0,req_01a0d5e3836971939a6d035c21e815d0
,20912,47-5041.00,Continuous Mining Machine Operators,Hang ventilation tubing and ventilation curtains to ensure that the mining face area is kept properly ventilated.,0,physical+reads_text,0.1571,0.3635,0.2773,0.3229,labor_value_percentile,75214917,0.0300,0.0300,0.0300,1,0.0300,0.3800,0.5000,0.1600,0.0800,0.4400,0.2300,0,0.0700,1.5000,0.5300,0.9100,other,0.5200,not_outsourced,0.6400,0.4700,0,jev-1.13.0,req_01a0d5e9f141733391861f9d9ef0948d
,17925,51-8013.04,Hydroelectric Plant Technicians,"Connect metal parts or components in hydroelectric plants by welding, soldering, riveting, tapping, bolting, bonding, or screwing.",0,physical+reads_text,0.1571,0.3795,0.3275,0.2074,labor_value_percentile,44100218,0.0300,0.0500,0.0300,0.9933,0.0300,0.2600,0.5700,0.1900,0.1083,0.4100,0.3300,0,0.0700,1.0200,0.2400,1.2900,manufacturing_quality,1,other,0.6300,0.6000,0,jev-1.13.0,req_01a0d5e7a0527bd6b203f997a7350008
,10615,53-2022.00,Airfield Operations Specialists,"Coordinate with agencies, such as air traffic control, civil engineers, or command posts, to ensure support of airfield management activities.",0,reads_text,0.1571,0.3800,0.3204,0.1859,labor_value_percentile,39501450,0.1100,0.0400,0.0800,0.1300,0.7300,0.2500,0.5700,0.2500,0.1425,0.4100,0.5600,0.4300,0.0900,1.2900,1.3300,1.1600,government,0.7400,not_outsourced,0.5900,0.5000,0,jev-1.13.0,req_01a0d5e1ece6755c8d01dad5055989e8
,1603,21-1014.00,Mental Health Counselors,"Counsel family members to assist them in understanding, dealing with, or supporting clients or patients.",0,reads_text,0.1571,0.2860,0.2115,0.7469,labor_value_percentile,460565182,0.0500,0.0400,0.0500,0.0767,0.9500,0.0900,0.2900,0.1900,0.0551,0.2500,0.3800,0,0.1500,1.4700,0.4700,0.9000,healthcare_admin,0.9800,not_outsourced,0.6400,0.5300,0,jev-1.13.0,req_01a0d5db1f4072f89962a07e42d0d9d4
,11998,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Lift metal stock or workpieces manually or using hoists, and position and secure them in machines, using fasteners and hand tools.",0,physical+reads_text,0.1571,0.3820,0.2880,0.2104,labor_value_percentile,44804024,0.0200,0.0300,0.0200,1,0.0200,0.1400,0.5400,0.1400,0.0756,0.4000,0.5500,0,0.0300,0.7200,1.8000,1.0900,manufacturing_quality,1,not_outsourced,0.4700,0.6900,0,jev-1.13.0,req_01a0d5e31e2976b78418fe5d545651a6
,18432,29-1299.02,Orthoptists,Provide instructions to patients or family members concerning diagnoses or treatment plans.,0,reads_text,0.1571,0.3325,0.2597,0.4327,labor_value_percentile,121507662,0.0800,0.0300,0.1000,0.0267,0.9100,0.1200,0.3300,0.2900,0.0957,0.3300,0.4700,0.1000,0.2600,0.6000,1.2300,0.9900,healthcare_admin,1,not_outsourced,0.9600,0.6900,0,jev-1.13.0,req_01a0d5e7fd4d77299ce0efec69fa1670
,6891,27-1014.00,Special Effects Artists and Animators,Use models to simulate the behavior of animated objects in the finished sequence.,0,reads_text,0.1571,0.3490,0.3226,0.2889,labor_value_percentile,65409902,0.0500,0.0400,0.2000,0.0100,0.0300,0.0900,0.3800,0.1600,0.0608,0.5300,0.5600,0.3600,0.0400,1.7700,0.6000,1.0900,media_publishing,1,other,0.9300,0.4000,0,jev-1.13.0,req_01a0d5df2915777b9f30b07e18df3206
,7992,39-2011.00,Animal Trainers,"Feed or exercise animals or provide other general care, such as cleaning or maintaining holding or performance areas.",0,physical+reads_text,0.1570,0.3885,0.2284,0.2830,labor_value_percentile,63585085,0.0200,0.0500,0.0300,0.9967,0.0300,0.1900,0.3900,0.1600,0.0624,0.3300,0.2600,0,0.0400,0.7200,1.1200,0.8300,other,0.9700,not_outsourced,0.4800,0.6700,0,jev-1.13.0,req_01a0d5dff6d87b02afa9f968d3db918b
,1598,21-1014.00,Mental Health Counselors,Develop and implement treatment plans based on clinical experience and knowledge.,0,reads_text,0.1570,0.2475,0.3499,0.8007,labor_value_percentile,610506499,0.1600,0.0400,0.8200,0.0400,0.2600,0.1000,0.5200,0.2600,0.1352,0.4800,0.4400,0.2600,0.2700,2.1300,1.1300,1.2400,healthcare_admin,0.9900,not_outsourced,0.6300,0.6400,0,jev-1.13.0,req_01a0d5db1e33723fa541d5ab4b837593
,3282,11-3111.00,Compensation and Benefits Managers,Represent organization at personnel-related hearings and investigations.,0,reads_text,0.1570,0.3275,0.5537,0.1948,labor_value_percentile,41487435,0.2000,0.1000,0.0900,0.0933,0.7500,0.2300,0.7500,0.3100,0.2325,0.7200,0.3300,0.0800,0.0900,2.1600,0.0100,2.0100,hr_recruiting,0.9400,not_outsourced,0.6100,0.0100,1,jev-1.13.0,req_01a0d5dc5f8c7051ad753c80c09c5fce
,8771,47-2022.00,Stonemasons,"Set stone or marble in place, according to layout or pattern.",0,physical+reads_text,0.1570,0.3595,0.4260,0.1690,labor_value_percentile,36419057,0.0400,0.0400,0.0200,1,0.0300,0.2500,0.5700,0.1600,0.0912,0.6800,0.4800,0,0.0600,1.4400,1.5600,1.4600,real_estate,0.9600,other,0.8400,0.5200,0,jev-1.13.0,req_01a0d5e083f57205a3e42b7eaf32c393
,4466,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants","Answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0,reads_text,0.1570,0.4045,0.2954,0.1129,labor_value_percentile,24159102,0.1100,0.0400,0.0400,0.0700,0.9200,0.4100,0.6100,0.3100,0.1891,0.3200,0.7700,0,0.0300,0.2700,1.3600,1.0700,other,0.9400,not_outsourced,0.9100,0.5200,0,jev-1.13.0,req_01a0d5dd26de75c784d79cab896ad68d
,12798,53-7121.00,"Tank Car, Truck, and Ship Loaders","Operate industrial trucks, tractors, loaders, and other equipment to transport materials to and from transportation vehicles and loading docks, and to store and retrieve materials in warehouses.",0,physical+reads_text,0.1570,0.3775,0.3389,0.1633,labor_value_percentile,35170057,0.0300,0.0400,0.0200,1,0.0300,0.1600,0.6600,0.2100,0.1386,0.4000,0.6800,0,0.0400,0.9000,1.9400,1.3300,logistics_supply_chain,1,per_item,0.4200,0.5900,0,jev-1.13.0,req_01a0d5e3c4cf78e884fcfad09c5548a2
